"datum_I","datum_II","sex","alter_I","sex_II","alter_II","note_all","not_m","note_d","note_p","note_c","an_1","an_2","an_3","an_4","an_5","an_6","an_7","lm_1","lm_2","lm_3","lm_4","lm_5","lm_6","lm_7","kom_al1","kom_al2","kom_al3","kom_al4","kom_c1","kom_c2","kom_c3","kom_c4","kom_d1","kom_d2","kom_d3","kom_d4","kom_m1","kom_m2","kom_m3","kom_m4","kom_p1","kom_p2","kom_p3","kom_p4","in_al1","in_al2","in_al3","in_c1","in_c2","in_c3","in_d1","in_d2","in_d3","in_m1","in_m2","in_m3","in_p1","in_p2","in_p3","nfc_01","nfc_02","nfc_03","nfc_05","nfc_13","nfc_14","nfc_04g","nfc_06g","nfc_07g","nfc_08g","nfc_09g","nfc_10g","nfc_11g","nfc_12g","nfc_15g","nfc_16g","item_sk","fsk_al","fsk_m","fsk_d","fsk_p","fsk_c","in_al","in_m","in_d","in_p","in_c","hae","fvm","ska_nfc","item_sk_2","kom_al1_2","kom_al2_2","kom_al3_2","kom_al4_2","kom_m1_2","kom_m2_2","kom_m3_2","kom_m4_2","kom_d1_2","kom_d2_2","kom_d3_2","kom_d4_2","kom_p1_2","kom_p2_2","kom_p3_2","kom_p4_2","kom_c1_2","kom_c2_2","kom_c3_2","kom_c4_2","in_al1_2","in_al2_2","in_al3_2","in_m1_2","in_m2_2","in_m3_2","in_d1_2","in_d2_2","in_d3_2","in_p1_2","in_p2_2","in_p3_2","in_c1_2","in_c2_2","in_c3_2","lm_1_2","lm_2_2","lm_3_2","lm_4_2","lm_5_2","lm_6_2","lm_7_2","an_1_2","an_2_2","an_3_2","an_4_2","an_5_2","an_6_2","an_7_2","nfc_01_2","nfc_02_2","nfc_03_2","nfc_05_2","nfc_13_2","nfc_14_2","nfc_04g_2","nfc_06g_2","nfc_07g_2","nfc_08g_2","nfc_09g_2","nfc_10g_2","nfc_11g_2","nfc_12g_2","nfc_15g_2","nfc_16g_2","note_all_2","not_m_2","note_d_2","note_p_2","note_c_2","fsk_al_2","fsk_m_2","fsk_d_2","fsk_p_2","fsk_c_2","hae_2","fvm_2","ska_nfc_2","in_al_2","in_m_2","in_d_2","in_p_2","in_c_2"
2008-02-21,2009-04-07,1,16,1,17,2.5,2.5,2,3,2,2,2,1,2,3,2,1,3,4,4,4,3,2,3,4,4,4,3,4,2,4,4,3,4,3,2,4,5,4,3,3,4,3,3,5,4,3,2,2,3,3,3,3,5,5,3,3,3,3,6,5,4,6,5,4,3,2,5,3,6,5,4,3,7,7,4,3.75,4,3,3.25,3.5,4,4.33333333333333,3,3,2.33333333333333,3.28571428571429,1.85714285714286,4.6875,4,5,5,4,4,5,5,5,4,3,4,4,3,3,3,2,2,4,4,4,4,4,4,3,5,5,4,3,3,3,1,1,3,5,5,5,3,3,4,3,4,3,3,2,2,2,2,1,1,2,7,2,2,5,3,4,4,2,5,6,7,5,7,7,7,7,1.7,1,1.7,NA,1.7,4.5,4.75,3.5,2.5,4,3.28571428571429,1.71428571428571,5,3.66666666666667,4.66666666666667,3,1.66666666666667,5
2008-02-21,2009-04-07,1,16,1,17,2.3,2,3,2,2,2,2,2,2,2,2,2,3,3,4,3,3,3,2,4,4,4,3,4,4,4,4,3,4,4,4,5,5,4,4,3,4,3,3,4,4,3,4,4,3,5,4,2,5,4,4,2,3,3,3,4,4,6,5,1,3,4,4,3,5,4,2,5,3,4,2,3.75,4.5,3.75,3.25,4,3.66666666666667,4.33333333333333,3.66666666666667,2.66666666666667,3.66666666666667,3,2,3.75,3,4,3,3,3,4,4,4,4,4,4,3,3,2,1,1,1,3,3,3,2,4,4,4,5,5,4,4,4,3,1,1,1,2,2,3,3,2,4,3,2,2,3,2,3,2,3,2,3,2,5,5,4,5,2,2,4,5,6,4.38973631165219,5,6,4,6,6,4,2.25,2,2,2,3,3.25,4,3.5,1.25,2.75,2.71428571428571,2.42857142857143,4.58685851947826,4,4.66666666666667,3.66666666666667,1,2.33333333333333
2008-02-21,2009-04-07,1,16,1,17,2.4,3,3,2,2,2,2,2,1,2,1,1,4,4,4,3,3,3,3,4,4,3,3,4,4,3,4,3,4,3,4,2,3,2,2,3,4,3,3,4,4,4,4,4,4,3,3,3,4,3,3,4,3,3,5,5,5,6,2,4,6,6,5,5,6,5,4,6,7,7,3,3.5,2.25,3.5,3.25,3.75,4,3.33333333333333,3,3.33333333333333,4,3.42857142857143,1.57142857142857,5.25,4,4,4,3,4,3,2,3,3,3,3,3,3,3,3,3,3,4,3,4,4,4,5,5,4,4,4,3,3,3,3,3,3,4,4,4,3,3,4,3,2,2,2,3,4,2,2,3,2,2,6,4,5,6,4,4,4,4,5,4,5,5,5,6,6,6,1.9,1.25,3,2,1.25,3.75,2.75,3,3,3.75,2.71428571428571,2.57142857142857,4.9375,4.66666666666667,4,3,3,4
2008-02-21,2009-04-07,1,16,1,17,2.4,2,3,2,3,2,2,2,2,2,2,2,2,2,3,3,2,2,3,4,3,4,4,2,2,2,2,3,4,3,3,4,3,4,3,4,3,4,3,4,4,4,1,2,3,3,3,4,4,4,4,4,4,4,4,4,3,4,4,3,5,4,5,4,6,5,4,5,6,6,3,3.75,3.5,3.25,3.5,2,4,4,3.33333333333333,4,2,2.42857142857143,2,4.5,3,4,3,4,3,3,3,3,3,3,3,3,3,3,2,3,2,2,2,2,2,4,4,4,4,4,3,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,2.25,2.25,2.25,2.25,3,3.5,3,3,2.5,2,2.14285714285714,2.14285714285714,4.0625,4,3.66666666666667,3.66666666666667,3,2
2008-02-21,2009-04-07,1,16,1,17,3.2,5,2,4,4,2,2,2,2,2,2,2,2,2,4,4,2,2,3,3,2,3,2,3,3,3,2,4,4,4,3,2,2,2,1,2,2,2,2,2,2,4,3,3,3,4,3,3,2,1,2,1,1,2,5,4,3,4,2,3,5,3,5,3,5,3,3,4,6,3,3,2.5,1.75,3.75,2,2.75,2.66666666666667,1.66666666666667,3.33333333333333,1.33333333333333,3,2.71428571428571,2,3.8125,3,4,3,4,3,3,3,3,2,3,4,3,4,1,1,2,2,3,3,3,3,3,3,4,3,3,3,4,3,4,1,1,2,3,3,3,2,2,3,3,2,1,3,2,2,3,1,2,1,2,4,3,3,5,3,2,5,5,4,2,5,4,3,4,4,2,NA,3.5,3.5,4,3.5,3.5,2.75,3.5,1.5,3,2.28571428571429,1.85714285714286,3.625,3.33333333333333,3,3.66666666666667,1.33333333333333,3
2008-02-21,2009-04-07,2,16,2,17,3.2,4,3,4,5,2,3,3,3,2,3,2,4,4,4,4,3,4,4,4,3,4,3,3,2,3,2,3,4,4,3,3,3,2,2,2,2,2,2,4,4,4,2,2,3,3,3,3,3,2,2,2,2,2,5,2,2,2,5,4,1,1,3,3,3,3,2,4,4,3,4,3.5,2.5,3.5,2,2.5,4,2.33333333333333,3,2,2.33333333333333,3.85714285714286,2.57142857142857,2.9375,2,3,3,2,3,4,4,3,4,3,3,3,3,4,4,4,4,3,3,3,3,3,2,3.0077509820723,3,3,3.12507455856544,2,3,2.77251349000438,4,4,4.11134468502698,2,3,2.72492965457521,2,2,2,2,2,1.53213061629371,2,2,2,2,2,2,2,2,4,4,5,3,3,5,4,3,3,3,3,3,2,2,4,4,3.25,5.25,4.25,3.25,3.75,2.75,3.75,3,4,3,1.93316151661339,2,3.4375,2.66925032735743,3.04169151952181,2.59083783000146,4.03711489500899,2.57497655152507
2008-02-21,2009-04-07,2,16,2,17,2.3,2,4,1,2,2,2,2,3,3,2,3,4,3,4,4,4,4,3,3,3,3,3,4,3,4,3,2,3,2,2,4,5,5,5,4,4,4,4,3,3,3,4,4,4,3,3,4,3,5,4,4,4,5,6,6,6,6,5,4,5,4,5,5,6,5,6,5,6,5,4,3,4.75,2.25,4,3.5,3,4,3.33333333333333,4.33333333333333,4,3.71428571428571,2.42857142857143,5.3125,3,4,4,4,3,5,5,5,5,2,2,1,1,5,5,5,5,4,4,5,4,3,3,4,5,5,5,2,2,3,5,5,5,3,4,4,3,3,4,3,3,2,3,1,2,2,3,2,2,2,6,6,5,7,5,5,6,5,5,7,6,6,5,6,7,7,2,1,3.25,1,1.75,3.75,5,1.5,5,4.25,3,2,5.875,3.33333333333333,5,2.33333333333333,5,3.66666666666667
2008-02-21,2009-04-07,2,16,2,17,3.1,3,4,3,4,2,3,3,2,3,2,3,3,3,3,3,3,3,3,4,4,4,4,3,3,2,3,3,4,3,3,3,4,4,4,3,4,4,4,4,4,4,2,2,3,4,3,3,4,4,4,4,4,4,6,4,4,5,4,3,4,3,3,2,4,2,2,5,5,5,2,4,3.75,3.25,3.75,2.75,4,4,3.33333333333333,4,2.33333333333333,3,2.57142857142857,3.8125,3,3,3,4,4,3,3,3,4,3,3,3,4,4,4,3,4,2,2,2,2,4,4,4,3,3,4,3,3,4,4,4,4,1,1,3,2,2,3,3,2,2,3,2,3,2,1,2,2,2,4,3,5,4,3,2,4,3,3,1,4,4,3,4,5,5,3,3.75,4,2.5,4,3.5,3.25,3.25,3.75,2,2.42857142857143,2,3.5625,4,3.33333333333333,3.33333333333333,4,1.66666666666667
2008-02-21,2009-04-07,2,16,2,17,3.28,3,4,2,4,2,2,3,2,3,2,2,3,3,3,4,3,2,3,3,3,4,3,2,2,3,2,3,4,4,3,4,3,4,3,4,4,4,4,4,4,4,2,2,2,3,3,3,4,4,4,4,4,4,4,3,3,5,3,3,4,3,3,3,5,3,2,3,5,5,2,3.25,3.5,3.5,4,2.25,4,4,3,4,2,3,2.28571428571429,3.5625,2,3,3,4,4,3,3,4,4,2,3,3,3,3,4,3,4,1,1,2,1,3,4,4,3,3,3,2,2,2,4,4,4,1,1,1,2,2,2,3,1,1,2,2,2,3,1,3,2,2,3,3,3,5,3,2,4,4,4,3,3,3,2,5,5,3,3.2,3.5,4,3,4,3.5,3.5,2.75,3.5,1.25,1.85714285714286,2.14285714285714,3.4375,3.66666666666667,3,2,4,1
2008-02-21,2009-04-07,2,16,2,17,2,1.5,2.5,1.5,2.5,2,3,4,2,2,2,3,3,3,3.21005173597559,4,2,3,3,4,4,5,4,1,2,2,2,2,3,2,3,4,4,4,3,3,3,4,3,4,4,4,1,1,2,4,4,4,4,5,4,3,3,4,7,6,2,3,2,4,2,2,4,7,6,4,5.2204862495686,6,6,5,3,4.25,3.75,2.5,3.25,1.75,4,4.33333333333333,4,3.33333333333333,1.33333333333333,3.03000739085366,2.57142857142857,4.45128039059804,2,4,5,4,5,3,4,4,3,3,5,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,5,5,5,4,4,4,3,3,4,2,2,2,4,2,3,2,1,1,2,2,1,2,2,5,5,6,6,3,4,6,7,7,7,5,7,5,7,7,6,1.6,2,1.75,1.75,2,4.5,3.5,4,4,3,2.42857142857143,1.57142857142857,5.8125,4,4,5,4,3.33333333333333
2008-02-21,2009-04-07,2,16,2,17,2.9,2,3,3,3,2,2,2,2,2,3,3,3,3,3,3,2,2,3,3,4,4,3,2,3,3,2,3,4,2,3,4,4,4,3,4,4,3,3,1,1,2,1,2,2,1,1,1,2,1,2,3,3,3,4,2,5,5,4,3,3,3,4,4,5,5,5,4.38319894780869,5,4.9602299260852,3,3.5,3.75,3,3.5,2.5,1.33333333333333,1.66666666666667,1,3,1.66666666666667,2.71428571428571,2.28571428571429,4.14646430461837,4,2,3,3,4,3,3,3,4,2,2,3,3,4,4,4,4,1,1,1,1,2,2,2,2,3,2,1,1,1,4,4,4,1,1,1,2,3,3,3,3,2,3,2,1,1,1,2,2,2,3,1,4,7,4,3,3,1,5,4,4,5,3,4,6,5,2.7,3,3.5,2.25,NA,3,3.25,2.5,4,1,2.71428571428571,1.57142857142857,3.875,2,2.33333333333333,1,4,1
2008-02-21,2009-04-07,2,16,2,17,2.6,3,4,3,3,2,1,2,1,3,1,2,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,2,1,2,2,4,4,4,3,3,3,3,3,2,3,3,4,4,4,1,2,1,4,4,4,4,4,4,5,4,3,5,3,4,5,3,5,3,6,5,3,5,6,6,4,3.25,3.75,1.75,3,3,2.66666666666667,4,1.33333333333333,4,4,3,1.71428571428571,4.4375,3,4,3,3,3,4,4,4,4,2,2,2,1,3,3,3,2,3,3,3,4,2,2,3,5,4,4,1,2,2,4,3,4,4,2,3,3,3,2,2,2,2,2,2,1,2,1,1,1,2,5,5,3,6,5,4,6,4,6,5,5,5,4,5,6,6,2.6,2.3,3.3,3,4,3.25,4,1.75,2.75,3.25,2.28571428571429,1.42857142857143,5,2.33333333333333,4.33333333333333,1.66666666666667,3.66666666666667,3
2008-02-21,2009-04-07,2,16,2,18,2.7,5,2,4,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,4,3,4,2,2,2,2,4,4,4,4,1,1,1,1,2,2,2,2,4,4,4,3,2,4,4,4,3,3,3,3,2,2,2,5,6,5,6,6,5,4,4,6,6,6,6,6,4,6,6,3,3.5,1,4,2,2,4,3,3.66666666666667,2,3,2.14285714285714,2,5.4375,4,4,4,4,4,1,1,1,1,4,4,4,4,2,2,2,2,2,2,2,2,4,4,3,1,1,2,4,3,3,1,2,2,3,2,2,3,2,2,3,2,2,3,1,1,1,1,1,1,2,5,6,5,5,5,5,3,3,6,3,6,4,5,6,5,6,2.5,5.25,2.5,4,3,4,1,4,2,2,2.42857142857143,1.14285714285714,4.875,3.66666666666667,1.33333333333333,3.33333333333333,1.66666666666667,2.33333333333333
2008-02-21,2009-04-07,2,16,2,18,2.7,2,3,2,4,2,2,3,1,2,2,2,3,2,2,2,1,2,2,3,3,3,3,1,2,2,2,2,3,2,2,4,4,4,3,4,4,4,4,4,3,3,2,2,1,2,2,2,4,4,4,4,4,4,5,4,4,4,3,4,5,3,4,5,5,6,5,5.31244780215688,6,6,3,3,3.75,2.25,4,1.75,3.33333333333333,4,2,4,1.66666666666667,2,2,4.64452798763481,2,3,3,3,3,4,4,4,4,2,2,3,2,3,2,2,2,1,1,2,2,3,4,2,5,4,4,3,3,3,4,4,4,1,1,2,3,2,2,3,3,2,2,2,2,1,1,2,1,2,5,4,4,4,5,3,5,5,5,5,5,6,5,6,6,6,3,2.5,3.253,4.5,4,3,4,2.25,2.25,1.5,2.42857142857143,1.57142857142857,4.9375,3,4.33333333333333,3,4,1.33333333333333
2008-02-21,2009-04-07,2,16,2,18,2,2,2,2,1,2,2,2,2,1,1,2,3,3,2,2,2,2,3,4,4,4,4,5,5,5,5,4,4,4,4,3,2,3,2,4,4,4,3,4,4,4,5,5,5,4,4,4,3,3,3,3,3,3,5,4,3,3,4,3,4,4,3,5,4,5,3,5,5,4,4,4,2.5,4,3.75,5,4,3,4,3,5,2.42857142857143,1.71428571428571,4,3,4,4,3,3,3,3,2,3,4,4,3,3,4,4,2,4,4,3,4,4,3,3,4,3,3,2,3,3,4,2,2,3,4,4,4,3,2,2,3,2,2,2,1,1,1,2,2,1,3,4,4,3,5,4,3,6,3,5,4,5,4,5,5,7,7,2,2,1.75,2,1.25,3.5,2.75,3.5,3.5,3.75,2.28571428571429,1.57142857142857,4.625,3.33333333333333,2.66666666666667,3.33333333333333,2.33333333333333,4
2008-02-21,2009-04-07,1,17,1,18,2,3,3,3,2,2,1,2,1,1,1,1,4,4,4,4,4,4,4,4,3,3,3.23082403353056,4,4,3,3.25741495396279,3,3,3,3.06344862701294,4,4,4,3.82922727176769,3,3,2,2.31500249388867,3,4,3,3,4,3,3,3,3,4,4,4,2,3,2,6,2,2,2,3,3,5,6,6,6,7,7,7,7,7,7,4,3.30770600838264,3.95730681794192,3.01586215675324,2.57875062347217,3.5643537384907,3.33333333333333,4,3,2.33333333333333,3.33333333333333,4,1.28571428571429,5.1875,4,4,5,4,4,4,4,4,4,3,4,3,3,2,2,2,2,3,4,3,3,4,4,5,3,4,4,3,3,3,2,2,2,2,3,3,3,3,3,4,3,4,3,1,1,1,1,1,1,1,6,6,5,7,5,5,7,6,7,7,7,7,7,7,6,7,NA,NA,NA,NA,NA,4.25,4,3.25,2,3.25,3.28571428571429,1,6.375,4.33333333333333,3.66666666666667,3,2,2.66666666666667
2008-02-21,2009-04-07,1,17,1,18,2.5,4,2,2,2,2,3,3,3,3,3,2,3,3,3,3,2,3,2,4,4,4,3,4,4,5,5,4,4,5,5,2,3,2,2,2,2,2,2,4,4,4,5,5,5,5,5,5,2,2,1,2,2,2,5,4,6,6,4,2,7,3,6,7,7,7,7,7,7,7,2,3.75,2.25,4.5,2,4.5,4,1.66666666666667,5,2,5,2.71428571428571,2.71428571428571,5.75,3,4,4,4,3,2,3,2,2,5,5,5,5,1,1,1,1,4,3,3,3,4,5,4,4,5,4,5,5,5,1,1,1,4,3,3,3,3,3,2,3,2,2,2,2,2,1,1,1,1,6,4,6,6,4,2,7,4,7,7,7,5,7,6,7,7,2,4.25,1.25,2.25,2,3.75,2.25,5,1,3.25,2.57142857142857,1.42857142857143,5.75,4.33333333333333,4.33333333333333,5,1,3.33333333333333
2008-02-21,2009-04-07,1,17,1,18,2.8,2,3,4,3,2,1,2,2,3,2,2,3,3,3,3,2,2,3,3,4,4,3,3,4,3,4,2,3,3,3,4,4,4,4,1,1,1,1,3,3,3,4,3,3,2,2,2,4,4,4,1,1,1,5,4,5,3,1,1,5,3,4,4,7,4,5,4,5,2,4,3.5,4,2.75,1,3.5,3,4,2,1,3.33333333333333,2.71428571428571,2,3.875,4,4,4,4,3,4,3,4,4,3,3,3,4,1,1,1,1,3,3,3,3,3,4,4,4,4,4,4,4,4,1,1,1,4,4,3,2,2,3,3,2,2,3,2,1,1,2,2,1,1,3,3,2,5,3,3,5,4,6,5,7,6,4,6,6,7,2.3,1.75,2,NA,2,3.75,3.75,3.25,1,3,2.42857142857143,1.42857142857143,4.6875,3.66666666666667,4,4,1,3.66666666666667
2008-02-21,2009-04-07,1,17,1,18,2.6,3,3,3,3,2,2,3,2,3,2,2,2,1,1,1,2,1,2,4,4,4,4,3,3,2,2,3,4,4,4,3,2,3,2,2,2,2,2,3,3,3,2,2,2,3,3,3,2,2,2,2,2,1,2,2,1,2,1,5,4,3,4,2,6,3,4,4,3,3,4,4,2.5,3.75,2,2.5,3,2,3,1.66666666666667,2,1.42857142857143,2.28571428571429,3.0625,3,4,4,4,4,3,3,3,3,3,4,4,4,2,3,3,3,2,2,2,3,4,4,4,3,3,3,4,4,4,2,3,2,2,2,2,1,1,1,2,1,1,2,3,3,3,3,3,2,2,2,2,2,5,1,1,4,3,4,2,3,2,2,3,2,2,2.6,3,3,3,3,4,3,3.75,2.75,2.25,1.28571428571429,2.71428571428571,2.5,4,3,4,2.33333333333333,2
2008-02-21,2009-04-07,1,17,1,18,2.6,4,2,4,4,2,1,3,2,2,2,3,3,4,4,4,3,3,4,4,4,3,4,2,3,2,2,4,5,5,5,3,3,3,3,1,1,1,2,4,4,3,3,4,4,4,3,4,4,2,2,1,1,1,3,6,5,7,4,2,6,6,6,4,6,6,7,6,6,5,4,3.75,3,4.75,1.25,2.25,3.66666666666667,2.66666666666667,3.66666666666667,1,3.66666666666667,3.57142857142857,2.14285714285714,5.3125,4,4,4,3,3,2,3,2,2,4,4,4,5,1,1,1,1,2,3,3,2,4,5,5,3,3,4,4,5,5,1,1,1,3,3,3,3,2,4,3,2,3,3,2,2,2,3,1,2,3,4,4,5,5,3,4,6,2,6,5,6,5,6,6,6,6,3.5,4.25,2.5,4,4,3.5,2.25,4.25,1,2.5,2.85714285714286,2.14285714285714,4.9375,4.66666666666667,3.33333333333333,4.66666666666667,1,3
2008-02-21,2009-04-07,1,17,1,18,2.1,1,3,1,2,2,4,2,2,2,2,2,4,4,3,3,3,4,3,4,2,4,3,4,3,3,3,3,3,4,3,5,4,5,4,4,3,4,4,4,3,4,4,5,4,3,4,3,5,5,4,4,4,4,4,4,5,6,4,5,6,6,5,6,7,7,7,7,6,6,4,3.25,4.5,3.25,3.75,3.25,3.66666666666667,4.66666666666667,3.33333333333333,4,4.33333333333333,3.42857142857143,2.28571428571429,5.6875,3,4,3,3,4,4,4,5,4,3,3,3,4,4,3,3,3,3,3,3,2,4,3,3,5,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,4,3,3,1,3,2,2,1,1,1,5,4,4,6,4,4,6,6,5,6,7,7,6,7,7,7,2,1.75,2.25,2,2.25,3.5,4.25,3.25,3.25,2.75,3.42857142857143,1.57142857142857,5.6875,3.33333333333333,4.33333333333333,4,3.66666666666667,4
2008-02-21,2009-04-07,2,17,2,18,2.7,3,3,2,3,2,2,2,2,3,2,2,2,2,1,2,1,2,2,3,4,3,3,3,3,3,3,3,3,3,3,4,4,3,3,4,4,3,3,2,1,3,3,4,4,3,2,2,4,4,4,4,4,4,3,5,3,2,2,1,5,6,5,3,3,4,2,3,4,5,2,3.25,3.5,3,3.5,3,2,4,2.33333333333333,4,3.66666666666667,1.71428571428571,2.14285714285714,3.5,3,4,3,3,4,3,3,3,2,3,3,3,3,3,4,3,4,4,4,4,4,2,2,3,3,3,4,2,2,2,3,2,3,4,4,4,2,2,3,4,2,3,4,2,2,3,1,3,1,3,3,5,4,3,2,5,4,4,3,2,2,2,1,2,4,5,2.5,4,3,3,2,3.5,2.75,3,3.5,4,2.85714285714286,2.14285714285714,3.1875,2.33333333333333,3.33333333333333,2,2.66666666666667,4
2008-02-21,2009-04-07,2,17,2,18,2.5,3,3,2,3,2,3,2,2,2,2,2,3,3,3,4,3,3,3,3,3,3,3,3,2,2,2,2,3,3,3,3,3,3,3,3,3,4,3,3,3,3,1,2,2,2,3,2,3,2.6380323541501,2,4,3,4,5,4,3,6,4,3,5,4,4,4,4,5,4,5,5,4,3,3,3,2.75,3.25,2.25,3,2.5460107847167,2.33333333333333,3.66666666666667,1.66666666666667,3.14285714285714,2.14285714285714,4.3125,3,4,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,2,2,2,2,3,3,3,3,2,3,2,2,2,3,3,4,1,1,2,3,3,2,3,3,2,3,2,3,2,3,2,2,3,5,2,3,6,4,3,5,3,5,5,6,5,3,6,3,4,2,3,3,2,3,3.25,2.5,3,3,2,2.71428571428571,2.42857142857143,4.25,3,2.66666666666667,2,3.33333333333333,1.33333333333333
2008-02-21,2009-04-07,2,17,2,18,3,3,3,2.5,3,2,1,2,1,2,2,2,2,2,1,2,1,2,3,3,3,3,4,4,3,4,3,2,4,4,5,3,2,3,3,2,3,3,3,2,1,3,4,4,5,3,3,2,2,2,4,3,2,4,3,3,2,6,3,4,5,3,3,3,4,2,4,6,5,6,4,3.25,2.75,3.75,2.75,3.5,2,2.66666666666667,2.66666666666667,3,4.33333333333333,1.85714285714286,1.71428571428571,3.875,3,4,3,3,3,2,2,2,2,3,4,4,3,3,3,3,3,3,2,4,3,3,3,4,1,1,2,4,4,3,3,3,3,4,4,4,2,1,2,2,2,1,2,3,1,2,2,3,1,1,3,2,3,3,2,2,5,4,4,3,6,3,4,5,6,6,3.25,4.75,2.25,2.75,3.25,3.25,2,3.5,3,3,1.71428571428571,1.85714285714286,3.8125,3.33333333333333,1.33333333333333,3.66666666666667,3,4
2008-02-21,2009-04-07,2,17,2,18,3.2,3,4,3,3,2,2,2,1,2,2,3,3,3,3,3,2,3,2,4,4,4,4,4,3,3,4,3,4,3,3,5,5,5,5,4,5,5,4,4,2,3,3,3,3,3,2,2,5,4,5,5,4,5,5,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,3,4,5,3.25,4.5,3.5,3,4.66666666666667,2.33333333333333,4.66666666666667,3,2.71428571428571,2,4.125,2,4,4,4,4,4,4,4,4,2,4,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,3,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,4,6,4,4,2,4,3,4,4,4,4,NA,5,4.2,3.75,2.6,4,4,3,3,3,2,2,3.5625,3.33333333333333,3.66666666666667,2,1.33333333333333,1
2008-02-21,2009-04-07,2,17,2,18,2.9,4,2,3,3,2,2,3,2,2,2,2,3,2,3,3,2,3,3,3,3,3,4,3,2,3,3,4,4,4,5,2,2,2,2,3,2,3,3,3,3,4,3,3,3,4,4,4,2,2,3,3,3,4,3,3,3,5,4,4,4,3,4,2,3,5,4,4,4,4,3,3.25,2,4.25,2.75,2.75,3.33333333333333,2.33333333333333,4,3.33333333333333,3,2.71428571428571,2.14285714285714,3.6875,4,4,4,4,4,3,3,3,3,4,5,4,4,2,2,2,2,3,3,3,3,4,4,4,3,3,3,5,5,4,1,1,2,3,3,3,2,2,3,3,3,1,3,1,1,2,1,2,2,3,2,2,2,3,2,3,5,3,5,3,6,6,4,4,5,5,2.6,2.25,2.5,4,3.5,4,3,4.25,2,3,2.42857142857143,1.71428571428571,3.75,4,3,4.66666666666667,1.33333333333333,3
2008-02-21,2009-04-07,2,17,2,18,2.9,4,3,3,4,2,4,1,3,2,1,2,3,3,4,3,3,2,3,4,3,4,5,3,3,3,3,3,4,3,2,4,4,4,5,5,4,4,4,2,4,3,1,2,1,1,2,1,5,5,4,5,5,4,6,4,4,4,4,4,5,4,4,3,5,3,5,5,5,5,4,4,4.25,3,4.25,3,3,4.66666666666667,1.33333333333333,4.66666666666667,1.33333333333333,3,2.14285714285714,4.375,2,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,1,3,2,3,3,4,3,4,4,3,3,3,2,4,4,4,1,1,1,3,3,3,3,3,3,3,1,2,2,1,1,1,1,5,5,4,4,4,3,5,4,5,4,6,4,4,4,5,5,2.6,2.6,3,3,3,3,4,3,3,2.25,3,1.28571428571429,4.4375,3.33333333333333,3.66666666666667,2.66666666666667,4,1
2008-02-21,2009-04-07,1,18,1,19,2.5,4,2,2,3,2,1,1,1,2,1,3,2,2,3,2,3,1,1,3,3,3,4,3,3,3,3,4,4,4,4,2,2,2,2,3,3,3,3,4,4,3,3,3,3,4,3,4,2,2,1,3,2,3,4,5,4,5,4,3,5,4,5,4,4,5,3,3,3,3,3,3.25,2,4,3,3,3.66666666666667,1.66666666666667,3.66666666666667,2.66666666666667,3,2,1.57142857142857,4,3,4,4,3,4,3,3,2,2,4,5,4,5,2,2,2,1,2,2,2,1,4,4,4,3,3,3,5,5,4,1,1,1,2,1,1,2,3,2,3,3,1,2,1,1,1,1,1,1,3,3,3,3,5,4,4,6,4,4,3,4,4,5,5,7,6,NA,NA,1.25,3.75,4.75,3.75,2.5,4.5,1.75,1.75,2.28571428571429,1.28571428571429,4.375,4,3,4.66666666666667,1,1.33333333333333
2008-02-21,2009-04-07,1,16,1,17,3,5,3,3,4,3,3.09262849024467,3,3,3,3,1,1,1,1,2,2,1,2,3,3,3,4,3,3,2,2,3,4,4,5,2,2,2,2,3,3,3,4,4,4,4,3,3,2,4,4,4,2,2,2,3,3,3,3,4,3,6,3,3,4,2,4,2,5,3,5,4,3,2,NA,3.25,2,4,3.25,2.5,4,2,4,3,2.66666666666667,1.42857142857143,2.72751835574924,3.5,2,3,4,3,4,2,2,1,2,3,4,3,4,2,3,2,2,2,2,1,2,4,4,3,1,1,2,4,4,4,2,2,2,2,2,2,2,2,3,3,1,1,3,3,2,3,3,3,3,1,4,3,3,4,3,3,3,2,2,1,3,5,2,3,2,2,NA,4.75,3.75,4,3,3.5,1.75,3.5,2.25,1.75,2.14285714285714,2.57142857142857,2.8125,3.66666666666667,1.33333333333333,4,2,2
