"datum_I","datum_II","sex","alter_I","sex_II","alter_II","note_all","not_m","note_d","note_p","note_c","an_1","an_2","an_3","an_4","an_5","an_6","an_7","lm_1","lm_2","lm_3","lm_4","lm_5","lm_6","lm_7","kom_al1","kom_al2","kom_al3","kom_al4","kom_c1","kom_c2","kom_c3","kom_c4","kom_d1","kom_d2","kom_d3","kom_d4","kom_m1","kom_m2","kom_m3","kom_m4","kom_p1","kom_p2","kom_p3","kom_p4","in_al1","in_al2","in_al3","in_c1","in_c2","in_c3","in_d1","in_d2","in_d3","in_m1","in_m2","in_m3","in_p1","in_p2","in_p3","nfc_01","nfc_02","nfc_03","nfc_05","nfc_13","nfc_14","nfc_04g","nfc_06g","nfc_07g","nfc_08g","nfc_09g","nfc_10g","nfc_11g","nfc_12g","nfc_15g","nfc_16g","item_sk","fsk_al","fsk_m","fsk_d","fsk_p","fsk_c","in_al","in_m","in_d","in_p","in_c","hae","fvm","ska_nfc","item_sk_2","kom_al1_2","kom_al2_2","kom_al3_2","kom_al4_2","kom_m1_2","kom_m2_2","kom_m3_2","kom_m4_2","kom_d1_2","kom_d2_2","kom_d3_2","kom_d4_2","kom_p1_2","kom_p2_2","kom_p3_2","kom_p4_2","kom_c1_2","kom_c2_2","kom_c3_2","kom_c4_2","in_al1_2","in_al2_2","in_al3_2","in_m1_2","in_m2_2","in_m3_2","in_d1_2","in_d2_2","in_d3_2","in_p1_2","in_p2_2","in_p3_2","in_c1_2","in_c2_2","in_c3_2","lm_1_2","lm_2_2","lm_3_2","lm_4_2","lm_5_2","lm_6_2","lm_7_2","an_1_2","an_2_2","an_3_2","an_4_2","an_5_2","an_6_2","an_7_2","nfc_01_2","nfc_02_2","nfc_03_2","nfc_05_2","nfc_13_2","nfc_14_2","nfc_04g_2","nfc_06g_2","nfc_07g_2","nfc_08g_2","nfc_09g_2","nfc_10g_2","nfc_11g_2","nfc_12g_2","nfc_15g_2","nfc_16g_2","note_all_2","not_m_2","note_d_2","note_p_2","note_c_2","fsk_al_2","fsk_m_2","fsk_d_2","fsk_p_2","fsk_c_2","hae_2","fvm_2","ska_nfc_2","in_al_2","in_m_2","in_d_2","in_p_2","in_c_2"
2008-02-21,2009-04-07,1,16,1,17,3.1,3,3,3,4,1,4,3,1,1,1,3,4,4,3,4,4,4,4,2,4,3.06843313786615,4,4,5,4.18392995983979,4,4,5,4.57634401260118,5,1,3,2.299294098212,3,3,3,2.9498459227973,3,1,2,2,4,3,3,3,3,3,1,1,1,2,2,2,5,3,5,5,3,3,5,5,5,3,7,5,3,5,6,7,1,3.26710828446654,2.324823524553,4.6440860031503,2.98746148069933,4.29598248995995,1.66666666666667,1,3,2,3.33333333333333,3.85714285714286,2,4.6875,1,2,4,3,4,2,3,2,2,4,5,5,5,2,2,2,2,3,4,3,4,4,4,3,1,2,2,5,5,4,1,3,1,5,4,4,3,3,3,3,2,2,3,2,3,2,2,2,1,2,4,6,6,5,4,5,7,5,7,4,7,7,7,7,7,7,2.7,4,2,3.5,3,3.25,2.25,4.75,2,3.5,2.71428571428571,2,5.9375,3.66666666666667,1.66666666666667,4.66666666666667,1.66666666666667,4.33333333333333
2008-02-21,2009-04-07,1,16,1,17,3.2,5,2,3,4,1,4,1,2,3,1,1,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,5,5,5,5,2,2,2,2,3,4,3,4,2,3,2,1,1,1,5,5,5,3,3,4,4,5,5,7,7,6,6,7,7,6,5,7,5,7,7,7,6,7,6,1,4,2,5,3.5,1,2.33333333333333,3.33333333333333,5,4.66666666666667,1,4,1.85714285714286,6.4375,1,4,4,4,5,2,3,3,3,5,5,5,5,2,3,3,2,1,1,1,1,4,4,4,4,4,4,5,5,5,3,2,5,1,1,4,3,4,4,3,4,2,2,2,4,1,4,3,1,2,7,7,7,7,6,4,5,4,6,3,5,6,4,6,7,7,2.5,1.25,1.75,3.25,4,4.25,2.75,5,2.5,1,3.14285714285714,2.42857142857143,5.6875,4,4,5,3.33333333333333,2
2008-02-21,2009-04-07,1,16,1,17,2.3,1.5,2,1,4,1,2,2,1,1,2,2,4,3,3,4,2,1,3,4,4,4,4,1,2,2,2,5,4,4,4,5,5,4,4,5,4,4,3,4,4,5,1,1,2,5,5,5,4,5,4,5,5,5,6,4,4,6,6,4,5,2,6,6,3,6,5,5,7,6,3,4,4.5,4.25,4,1.75,4.33333333333333,4.33333333333333,5,5,1.33333333333333,2.85714285714286,1.57142857142857,5.0625,3,4,4,4,5,5,5,5,5,4,5,4,4,4,3,4,3,2,1,1,1,4,4,3,5,5,5,5,4,5,4,4,4,1,1,1,3,3,2,3,4,3,3,1,2,2,2,1,1,2,6,6,4,7,3,5,6,1,6,6,6,5,4,7,6,7,2.3,1,2.3,2.2,4,4.25,5,4.25,3.5,1.25,3,1.57142857142857,5.3125,3.66666666666667,5,4.66666666666667,4,1
2008-02-21,2009-04-07,1,16,1,17,2.4,2,3,2,4,1,1,1,1,3,3,1,2,1,3,4,1,1,4,4,4,4,4,1,2,2,1,5,5,5,5,3,3,3,2,3,4,3,3,4,4,4,1,1,3,4,4,4,5,4,3,3,4,4,3,5,1,6,1,2,7,4,4,1,6,4,7,3,4,2,4,4,2.75,5,3.25,1.5,4,4,4,3.66666666666667,1.66666666666667,2.28571428571429,1.57142857142857,3.75,4,5,4,5,5,2,2,1,2,5,5,5,5,2,2,2,1,2,2,2,1,5,5,5,3,3,2,5,5,5,2,2,5,3,3,2,2,2,3,4,3,1,4,1,2,1,1,1,1,2,5,4,4,4,3,3,6,4,5,3,7,5,4,3,5,4,2.25,2.75,1.75,3,NA,4.75,1.75,5,1.75,1.75,2.71428571428571,1.28571428571429,4.3125,5,2.66666666666667,5,3,2.66666666666667
2008-02-21,2009-04-07,1,16,1,18,2.7,4,3,1,2,1,1,1,1,2,1,1,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,2,2,2,2,3,3,3,3,4,4,4,5,5,5,4,4,4,2,3,2,3,4,3,7,6,2,7,5,4,6,5,6,6,5,5,6,6,7,7,3,3,2,4,3,4,4,2.33333333333333,4,3.33333333333333,5,4,1.14285714285714,5.625,3,4,3,4,4,2,2,2,2,3,3,3,3,2,2,2,2,4,4,4,4,4,4,4,2,4,3,4,4,4,1,1,2,5,5,5,3,3,4,4,4,3,3,1,1,1,1,2,2,1,6,5,5,7,4,4,6,4,6,6,6,6,6,6,7,7,2.1,3,3,3,2,3.75,2,3,2,4,3.42857142857143,1.28571428571429,5.6875,4,3,4,1.33333333333333,5
2008-02-21,2009-04-07,1,16,1,18,1.7,1,1,1,2.5,1,2,1,1,1,1,2,4,4,3,3,4,4,3,5,5,5,5,4,4,4,3,4,5,4,5,5,5,5,5,4,5,4,4,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,6,5,7,4,5,6,7,4,6,7,5,7,4,5,5,4.5,4.25,3.75,5,5,4.66666666666667,5,4.66666666666667,3.57142857142857,1.28571428571429,5.5625,4,5,5,5,5,4,5,5,4,4,5,4,4,4,4,4,3,3,4,3,3,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,3,4,4,4,3,4,4,1,2,1,2,1,1,3,6,6,6,6,5,5,5,4,5,6,7,7,7,5,7,6,1.75,1.25,1,2.25,1.75,5,4.5,4.25,3.75,3.25,3.71428571428571,1.57142857142857,5.8125,5,5,5,5,4.33333333333333
2008-02-21,2009-04-07,1,16,1,18,2.2,2,2,3,2,1,2,1,1,1,1,1,4,4,4,4,4,3,4,5,4,4,5,2,2,2,2,5,5,5,5,3,3,2,3,4,3,3,3,4,4,4,2,3,2,5,5,5,3,3,2,4,4,2,6,4,4,4,3,4,6,4,7,4,7,7,6,7,6,7,4,4.5,2.75,5,3.25,2,4,2.66666666666667,5,3.33333333333333,2.33333333333333,3.85714285714286,1.14285714285714,5.375,4,4,5,4,5,3,4,3,2,5,5,5,5,3,3,2,2,1,1,1,1,5,5,5,3,3,3,5,5,5,3,3,3,1,1,1,4,4,3,4,3,3,4,1,2,1,1,1,1,2,6,4,4,6,4,4,7,4,7,7,6,7,6,7,6,4,2,3.25,1.25,2.25,3,4.5,3,5,2.5,1,3.57142857142857,1.28571428571429,5.5625,5,3,5,3,1
2008-02-21,2009-04-07,2,16,2,17,1.8,1,2,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,3,4,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,4,5,5,5,5,5,5,7,7,7,7,6,7,7,6,7,6,7,7,7,7,7,7,3,5,5,3.5,5,5,5,5,3.66666666666667,5,5,4,1,6.8125,3,4,4,4,5,5,5,5,5,3,2,3,3,5,5,5,4,4,3,3,3,4,4,3,5,5,5,3,3,3,5,5,5,3,3,3,4,4,3,4,4,3,4,1,2,1,1,1,1,2,7,7,6,6,6,5,7,4,7,6,6,7,7,6,7,7,2,2,2.5,2,2.75,4.25,5,2.75,4.75,3.25,3.71428571428571,1.28571428571429,6.3125,3.66666666666667,5,3,5,3
2008-02-21,2009-04-07,2,16,2,17,2.7,1.5,2.5,2,2.5,1,2,1,1,1,1,1,3,2,2,2,4,3,4,4,4,4,4,3,3,3,3,3,3,3,4,5,5,4,5,3,3,3,3,3,4,3,3,3,3,3,3,3,4,4,3,3,3,3,4,4,4,4,4,4,5,3,4,4,5,4,5,4,6,3,4,4,4.75,3.25,3,3,3.33333333333333,3.66666666666667,3,3,3,2.85714285714286,1.14285714285714,4.1875,3,4,4,4,4,5,5,5,5,4,5,4,5,3,3,3,3,4,3,3,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,2,3,3,2,2,1,1,2,1,1,1,1,5,4,3,4,3,3,3,3,6,5,4,5,5,6,6,5,2.75,1.25,3,4,2.25,4,5,4.5,3,3.25,2.57142857142857,1.14285714285714,4.375,4,4,4,3,3
2008-02-21,2009-04-07,2,16,2,17,2.8,2,2,3,4,1,1,1,1,1,1,1,3,3,3,4,4,4,4,3,3,3,3,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,2,2,2,4,4,4,5,5,5,2.93612478949098,3,3,6,6,6,5,5,4,6,3,6,4,6,6,6,6,6,6,4,3,4,4,4,2,3,5,4,2.97870826316366,2,3.57142857142857,1,5.4375,2,3,2,3,3,4,3,4,3,3,3,3,3,1,1,2,1,1,1,1,1,3,4,4,4,3,3,4,3,3,1,2,2,1,1,1,2,2,2,3,2,2,3,1,1,1,1,1,1,1,4,4,4,6,4,4,7,7,7,7,7,7,7,7,4,4,3,3,3,3,4,2.75,3.5,3,1.25,1,2.28571428571429,1,5.625,3.66666666666667,3.33333333333333,3.33333333333333,1.66666666666667,1
2008-02-21,2009-04-07,2,16,2,17,1.8,1,2,1,2,1,1,1,1,1,1,3,3,2,3,4,2,3,3,4,4,5,4,4,4,4,4,4,5,5,4,4,4,5,4,4,4,4,4,4,4,5,5,5,5,5,5,4,5,5,5,4,4,5,4,4,5,7,3,3,7,5,6,7,6,7,5,2,7,7,4,4.25,4.25,4.5,4,4,4.33333333333333,5,4.66666666666667,4.33333333333333,5,2.85714285714286,1.28571428571429,5.3125,3,5,5,5,5,4,5,5,5,4,5,5,5,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,4,4,3,3,4,1,1,1,1,1,1,2,7,1,4,7,5,5,7,6,7,3,7,7,7,7,7,7,1.7,1.25,1.75,1.75,2,5,4.75,4.75,4,4,3.42857142857143,1.14285714285714,5.875,5,5,5,5,5
2008-02-21,2009-04-07,2,16,2,18,1.8,2,2,3,1,1,1,1,1,2,1,1,4,4,3,4,3,3,4,4,4,4,4,5,5,5,5,3,3,3,3,3,3,3,3,2,3,3,3,4,4,4,5,5,5,3,4,3,4,4,4,3,4,4,7,5,5,6,4,5,6,7,7,6,7,6,6,6,7,7,3,4,3,3,2.75,5,4,4,3.33333333333333,3.66666666666667,5,3.57142857142857,1.14285714285714,6.0625,3,4,3,4,4,3,2,3,3,4,3,4,3,2,2,2,2,5,5,5,5,2,3,4,3,3,4,4,4,4,2,1,2,5,5,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,5,4,5,6,4,5,6,3,6,5,7,6,6,6,7,7,1.7,4,1.75,NA,1.25,3.75,2.75,3.5,2,5,3,2,5.5,3,3.33333333333333,4,1.66666666666667,4.66666666666667
2008-02-21,2009-04-07,2,16,2,18,2,2,3,2,2,1,1,1,1,1,1,1,3,3,4,3,3,2,3,4,4,4,4,4,4,5,5,3,4,4,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,3,3,3,5,5,5,4,4,4,5,4,4,6,3,3,7,3,4,2,2,6,4,5,5,6,4,4,5,3.75,5,4.5,4.66666666666667,5,3,4,5,3,1,4.3125,4,4,5,5,4,5,5,5,5,3,4,4,4,4,5,4,4,5,5,5,4,4,5,4,5,5,5,3,3,3,4,5,5,5,5,5,3,4,4,4,3,4,3,1,1,1,1,1,1,2,6,6,4,7,5,4,7,3,6,4,6,7,6,6,6,5,1.8,1,2,2,NA,4.5,5,3.75,4.25,4.75,3.57142857142857,1.14285714285714,5.5,4.33333333333333,5,3,4.66666666666667,5
2008-02-21,2009-04-07,1,17,1,18,3.1,4,3,4,3,1,1,2,1,2,1,2,3,2,2,4,3,3,3,4,4,4,4,3,4,4,3,5,5,5,5,2,2,2,2,3,4,3,4,3,3,4,3,3,4,5,5,5,1,2,2,2,3,3,6,2,3,6,3,2,7,4,3,6,7,6,3,6,7,6,4,4,2,5,3.5,3.5,3.33333333333333,1.66666666666667,5,2.66666666666667,3.33333333333333,2.85714285714286,1.42857142857143,4.8125,4,4,4,4,4,2,2,2,2,4,5,5,5,2,2,1,2,3,4,3,3,4,3,4,1,1,2,4,5,5,1,1,3,3,2,4,3,3,4,4,3,3,4,2,1,2,1,2,1,2,4,4,5,7,3,4,6,7,5,3,6,6,4,6,7,6,2,4,2,4,3,4,2,4.75,1.75,3.25,3.42857142857143,1.57142857142857,5.1875,3.66666666666667,1.33333333333333,4.66666666666667,1.66666666666667,3
2008-02-21,2009-04-07,1,17,1,18,2.6,2,2,4,2,1,2,1,1,1,1,1,3,3,3,2,2,2,3,3,4,3,4,4,4,4,4,5,5,5,5,4,4,3,3,2,2,2,2,3,3,3,5,5,5,4,4,3,3,3,3,3,3,3,4,2,2,3,4,3,4,4,4,4,6,5,5,6,7,7,4,3.5,3.5,5,2,4,3,3,3.66666666666667,3,5,2.57142857142857,1.14285714285714,4.375,3,4,4,4,4,4,5,4,4,4,5,4,5,2,2,2,3,4,4,4,3,4,4,4,5,5,5,5,5,5,2,2,2,5,5,5,3,3,3,3,2,3,3,1,1,1,1,1,1,1,5,4,6,6,5,6,7,7,7,6,7,7,7,7,7,7,2,2,1.6,3,2.3,4,4.25,4.5,2.25,3.75,2.85714285714286,1,6.3125,4,5,5,2,5
2008-02-21,2009-04-07,1,17,1,18,2.6,3,2,3,3,1,1,3,1,1,1,1,3,4,3,4,3,4,4,5,4,5,4,2,3,3,3,5,5,4,5,4,5,4,4,2,4,3,4,4,4,5,3,2,2,5,5,5,5,5,4,4,2,2,7,3,5,6,4,5,3,3,7,3,5,7,7,7,5,5,4,4.5,4.25,4.75,3.25,2.75,4.33333333333333,4.66666666666667,5,2.66666666666667,2.33333333333333,3.57142857142857,1.28571428571429,5.125,4,5,4,4,4,4,4,4,4,5,5,5,5,3,3,3,3,2,3,2,2,4,4,4,4,4,4,5,5,5,2,3,3,1,3,4,3,3,3,4,3,3,4,1,1,1,1,1,1,1,6,6,6,6,6,4,3,3,6,7,7,7,7,7,6,6,NA,3,2,3,4,4.25,4,5,3,2.25,3.28571428571429,1,5.8125,4,4,5,2.66666666666667,2.66666666666667
2008-02-21,2009-04-07,1,17,1,18,1.8,3,2,2,2,1,2,2,2,2,1,3,3,3,2,4,3,2,3,4,4,4,4,3,4,4,4,4,4,4,4,3,3,3,3,2,3,2,2,4,4,5,5,4,5,3,2,3,4,4,4,1,1,1,4,5,3,6,3,4,3,4,5,5,6,5,6,6,4,4,3,4,3,4,2.25,3.75,4.33333333333333,4,2.66666666666667,1,4.66666666666667,2.85714285714286,1.85714285714286,4.5625,3,4,4,4,4,5,5,4,4,4,3,4,4,2,3,2,1,3,3,3,2,4,4,4,5,5,5,3,3,3,1,1,2,2,3,3,3,2,4,4,2,2,3,2,3,2,3,3,2,3,5,4,5,7,3,2,7,3,5,6,7,7,6,7,6,6,1.9,1,2,2,2,4,4.5,3.75,2,2.75,2.85714285714286,2.57142857142857,5.375,4,5,3,1.33333333333333,2.66666666666667
2008-02-21,2009-04-07,2,17,2,18,3.2,4,3,2,3,1,1,2,1,2,1,3,3,3,3,2,2,2,2,3,3,3,3,4,4,4,4,3,3,3,3,3,4,3,3,4,5,4,4,4,3,3,4,4,4,3,3,3,4,4,4,4,4,4,4,6,4,4,1,2,4,6,5,2,7,5,5,5,6,6,3,3,3.25,3,4.25,4,3.33333333333333,4,3,4,4,2.42857142857143,1.57142857142857,4.5,3,3,3,3,4,4,4,3,4,3,3,3,3,5,5,4,5,3,4,3,4,4,3,4,4,4,4,3,3,3,5,5,5,4,3,4,3,2,2,2,3,3,2,1,2,2,1,1,1,2,4,3,4,3,1,1,4,6,5,3,5,5,5,5,6,6,2.5,3,3,2,3,3.25,3.75,3,4.75,3.5,2.42857142857143,1.42857142857143,4.125,3.66666666666667,4,3,5,3.66666666666667
2008-02-21,2009-04-07,2,17,2,18,2.3,2,2,2,3,1,1,1,1,1,1,2,4,4,4,4,3,3,4,4,4,4,5,4,4,4,4,4,5,5,4,4,4,5,4,5,5,5,4,3,2,2.79043869018393,5,5,4,5,5,4,4,4,3.74754707259243,4,5,4,5,3,5,7,4,3,6,3,5,5,6,5,5,5,7,7,4,4.25,4.25,4.5,4.75,4,2.59681289672798,3.91584902419748,4.66666666666667,4.33333333333333,4.66666666666667,3.71428571428571,1.14285714285714,5.0625,3,4,3,3,4,3,2,3,3,5,5,4,4,4,4,4,3,5,4,4,5,2,4,3,4,3,3,5,4,4,3,3,3,5,4.81329903000398,5,3,3,4,3,3,3,3,2,1,2,1,2,1,2,6,2,2,7,4,3,6,5,5,4,7,6,6,7,7,7,2.7,4,2.25,1.75,2,3.5,2.75,4.5,3.75,4.5,3.14285714285714,1.57142857142857,5.25,3,3.33333333333333,4.33333333333333,3,4.93776634333466
2008-02-21,2009-04-07,2,17,2,18,1.5,2,2,2,4,1,1,1,1,1,1,1,4,4,3,4,4,3,4,4,4,3,3,3,3,2,2,4,4,4,3,4,4,4,4,4,4,4,3,3,3,4,2,1,1,4,4,4,4,4,4,4,4,4,6,5,5,4,4,4,2,5,5,3,6,6,4,6,6,7,4,3.5,4,3.75,3.75,2.5,3.33333333333333,4,4,4,1.33333333333333,3.71428571428571,1,4.875,4,4,4,4,4,2,3,3,3,4,4,4,4,3,4,3,3,3,3,3,2,4,4,4,3,3,3,4,4,4,4,3,4,3,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,6,5,5,6,3,3,7,6,4,4,6,7,6,7,6,4,2.2,3.75,2.75,2.75,NA,4,2.75,4,3.25,2.75,3,1,5.3125,4,3,4,3.66666666666667,2.33333333333333
2008-02-21,2009-04-07,2,17,2,18,2.3,3,3,2,3,1,1,1,1,2,1,2,4,4,4,4,4,4,4,4,4,4,4,3,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,5,4,5,2,3,3,4,3,3,5,4,4,5,4,4,6,5,5,6,5,5,6,4,6,6,5,5,4,6,5,5,4,4,4,3.75,4,2.75,4.66666666666667,4.33333333333333,3.33333333333333,4.33333333333333,2.66666666666667,4,1.28571428571429,5.25,3,4,5,4,4,4,4,5,4,4,3,3,3,5,4,4,4,3,3,3,3,4,4,4,4,3,4,5,4,3,4,3,4,3,3,3,3,3,2,4,3,2,4,1,1,2,2,2,1,3,6,7,6,6,4,5,3,6,6,5,7,5,3,5,5,6,2,2.75,2,1.75,2.75,4.25,4.25,3.25,4.25,3,3,1.71428571428571,5.3125,4,3.66666666666667,4,3.66666666666667,3
2008-02-21,2009-04-07,2,17,2,18,2.7,5,2,5,3,1,3,2,2,1,2,2,3,3,3,3,2,2,3,4,4,4,4,3,3,3,3,5,5,5,5,3,2,3,2,2,2,3,2,3,3,3,4,3,4,5,5,5,4,4,4,3,2,4,3,5,6,7,1,3,6,4,6,6,7,7,7,6,7,7,4,4,2.5,5,2.25,3,3,4,5,3,3.66666666666667,2.71428571428571,1.85714285714286,5.5,4,4,4,4,4,3,3,3,2,4,4,4,4,2,2,2,1,3,3,2,2,3,3,4,3,2,3,4,4,4,1,2,2,2,2,2,3,2,3,4,2,3,4,1,2,2,2,1,1,2,5,5,3,6,2,3,6,5,6,3,6,5,5,6,7,6,2.5,4,3,4,3,4,2.75,4,1.75,2.5,3,1.57142857142857,4.9375,3.33333333333333,2.66666666666667,4,1.66666666666667,2
2008-02-21,2009-04-07,2,17,2,18,3,3,4,3,3,1,2,1,1,2,1,2,3,4,3,4,3,4,4,3,4,3,3,4,5,4,3,3,3,2,3,3,3,3,2,2,2,3,2,3,3,2,5,5,5,1,1,1,4,4,4,3,2,2,5,6,4,7,5,5,7,5,6,5,7,6,6,5,5,6,3,3.25,2.75,2.75,2.25,4,2.66666666666667,4,1,2.33333333333333,5,3.57142857142857,1.42857142857143,5.625,3,4,3,3,3,3,3,2,3,2,2,2,3,3,3,2,3,3,3,3,3,3,3,4,3,3,4,1,2,1,2,3,3,4,4,4,3,3,2,3,3,3,3,1,2,1,1,2,1,1,5,6,5,7,5,5,6,5,6,6,3,7,5,4,7,6,2.7,3.6,3,NA,3,3.25,2.75,2.25,2.75,3,2.85714285714286,1.28571428571429,5.5,3.33333333333333,3.33333333333333,1.33333333333333,2.66666666666667,4
2008-02-21,2009-04-07,2,17,2,18,2,1,3,1,2,1,1,2,1,1,1,2,3,4,4,4,2,2,4,4,4,4,4,5,5,5,5,3,3,3,2,5,5,5,5,5,5,5,5,3,3,3,5,5,5,2,2,2,5,5,5,5,5,5,7,7,5,5,4,5,6,4,6,6,6,6,7,7,6,7,2,4,5,2.75,5,5,3,5,2,5,5,3.28571428571429,1.28571428571429,5.875,2,4,4,4,4,5,5,5,5,3,3,3,3,5,5,5,5,5,5,5,5,2,2,2,5,5,5,1,2,2,5,5,5,5,5,5,3,4,4,4,3,2,3,2,2,2,2,2,2,2,6,7,5,6,5,6,5,6,7,5,6,5,6,6,7,7,1.6,0.75,2.75,0.75,1.25,4,5,3,5,5,3.28571428571429,2,5.9375,2,5,1.66666666666667,5,5
2008-02-21,2009-04-07,2,17,2,18,2,1,2,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,5,5,5,4.50874985573196,5,5,5,4.69619269147364,3,5,5,4.30778294051001,5,5,5,4.77970855495988,5,5,5,4.66461794354871,4,5,5,5,5,5,4,3,4,5,5,5,5,5,5,6,6,3,3,5,5,5,5,4,3,5,5,4,6,5,6,4,4.87718746393299,4.94492713873997,4.3269457351275,4.91615448588718,4.92404817286841,4.66666666666667,5,3.66666666666667,5,5,4,1,4.75,3,5,4,5,4,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,3,4,4,4,5,4,3,3,2,5,5,5,5,5,4,3,3,4,4,3,3,3,1,1,1,1,2,1,1,6,6,5,6,5,5,5,4,5,4,6,6,6,6,6,7,1.75,2.25,1.75,2.25,1.75,4.5,5,4,5,5,3.28571428571429,1.14285714285714,5.5,3.66666666666667,4.33333333333333,2.66666666666667,5,4.66666666666667
2008-02-21,2009-04-07,2,17,2,18,2.26,3,3,2,1,1,1,1,1,1,1,1,3,3,2,3,3,2,3,4,4,4,4,5,5,5,5,3,4,3,4,4,4,4,4,3,4,4,4,3,3,4,5,5,5,2,2,2,4,4,4,3,3,4,5,4,4,4,4,3,5,5,4,4,7,4,5,5,7,5,4,4,4,3.5,3.75,5,3.33333333333333,4,2,3.33333333333333,5,2.71428571428571,1,4.6875,4,4,5,5,5,3,4,4,4,3,3,3,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,5,5,3,5,5,4,5,5,5,4,5,3,4,5,7,6,1.5,2,2,1,1,4.75,3.75,3.25,4,3,3,1,4.75,4,4,3.33333333333333,4,3
2008-02-21,2009-04-07,2,17,2,18,2.5,3,4,2,2,1,1,1,1,2,2,2,2,1,2,2,2,2,2,4,4,4,4,4,3,4,3,2,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,2,3,2,3,2,2,2,2,3,3,4,4,4,3,5,2,3,5,5,5,2,3,5,4,4,3,3,3,4,3,2.75,4,3.5,3,2,2.33333333333333,3.33333333333333,2.66666666666667,1.85714285714286,1.42857142857143,3.75,4,4,3,4,3,3,3,3,3,2,3,3,3,4,3,3,3,2,2,2,3,3,3,3,2,3,2,2,3,3,2,3,3,1,2,2,3,2,2,3,3,2,3,2,1,2,1,2,2,2,4,3,3,6,4,3,4,4,3,2,5,5,5,4,4,4,2.4,2,4,3,3,3.5,3,2.75,3.25,2.25,2.57142857142857,1.71428571428571,3.9375,3,2.33333333333333,2.66666666666667,2.66666666666667,1.66666666666667
2008-02-21,2009-04-07,2,17,2,18,2.8,3,3,2,3,1,1,1,2,1,1,2,3,4,4,4,3,3,3,3,4,3,4,2,4,2,2,4,4,4,4,3,4,3,3,4,4,3,4,2,2,2,1,2,3,3,3,3,3,3,2,3,4,4,6,4,3,3,4,3,4,5,4,3,4,4,4,4,2,2,4,3.5,3.25,4,3.75,2.5,2,2.66666666666667,3,3.66666666666667,2,3.42857142857143,1.28571428571429,3.6875,1,4,4,4,4,2,3,2,2,4,4,4,4,3,3,3,3,2,3,3,3,4,4,4,3,3,3,3,3,3,2,2,3,1,1,3,4,4,4,4,4,4,4,1,1,1,1,1,1,2,7,4,3,7,5,4,4,4,4,3,6,5,4,5,4,4,3,4.25,3.5,4,3,4,2.25,4,3,2.75,4,1.14285714285714,4.5625,4,3,3,2.33333333333333,1.66666666666667
2008-02-21,2009-04-07,1,16,1,17,2.5,2,3,3,3,2,1,2,1,3,1,3,4,3,3,4,4,4,3,4,4,4,3,2,3,2,2,3,4,4,3,4,4,4,3,3,4,3,2,4,4,4,3,2,4,4,3,4,4,4,3,3,3,4,6,4,3,6,5,3,4,5,6,3,7,7,6,7,7,4,4,3.75,3.75,3.5,3,2.25,4,3.66666666666667,3.66666666666667,3.33333333333333,3,3.57142857142857,1.85714285714286,5.1875,4,5,4,4,3,4,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,4,3,4,4,3,3,2,3,3,2,3,3,3,3,4,3,3,3,4,4,3,4,1,1,1,1,1,1,2,6,1,2,2,3,2,2,6,3,4,6,7,5,6,6,3,1.75,1.25,2.75,2.75,2.75,4,3.75,3,3,2,3.42857142857143,1.14285714285714,4,3.66666666666667,3.33333333333333,2.66666666666667,2.66666666666667,3.33333333333333
